Coverage,Length,Time,Dataset,Method,Algorithm,m,LogTime
1.0,2.777558082334856,0.010910272598266602,Boston,SplitCP,RLM,1,-1.9621643982252273
0.85,2.5395937590057533,0.010859966278076172,Boston,SplitCP,RLM,100,-1.9641715232985693
1.0,2.8626648241426924,0.014678001403808594,Boston,RO-StabCP,RLM,1,-1.8333330751003296
0.86,2.814711188342165,1.6742908954620361,Boston,RO-StabCP,RLM,100,0.22383091561573593
1.0,2.8623806415852133,0.0146942138671875,Boston,LOO-StabCP,RLM,1,-1.8328536434991647
0.86,2.8131160600382485,0.018096923828125,Boston,LOO-StabCP,RLM,100,-1.7423952415954553
1.0,2.841402003883753,0.015224933624267578,Boston,OracleCP,RLM,1,-1.8174445920728972
0.9,2.8464301607639566,1.7936820983886719,Boston,OracleCP,RLM,100,0.2537454737417451
1.0,2.7877315459781573,0.9249749183654785,Boston,FullCP,RLM,1,-0.03387004343734938
0.89,2.8006271071758486,107.96506881713867,Boston,FullCP,RLM,100,2.033283265914461
1.0,2.846313526833163,0.010890960693359375,Boston,SplitCP,RLM,1,-1.9629338093697946
0.87,2.4457775634148247,0.010123014450073242,Boston,SplitCP,RLM,100,-1.994690143218401
1.0,2.863156321908629,0.014757871627807617,Boston,RO-StabCP,RLM,1,-1.830976271710085
0.9,2.874083845962173,1.816669225692749,Boston,RO-StabCP,RLM,100,0.2592758593203509
1.0,2.862565547064204,0.014728069305419922,Boston,LOO-StabCP,RLM,1,-1.8318541808531306
0.9,2.8726410187289972,0.03825211524963379,Boston,LOO-StabCP,RLM,100,-1.4173445444098665
1.0,2.8414020038838075,0.016200780868530273,Boston,OracleCP,RLM,1,-1.7904640522029989
0.87,2.7959416792834935,1.7647998332977295,Boston,OracleCP,RLM,100,0.24669545407283816
1.0,2.787334469293283,0.9071931838989258,Boston,FullCP,RLM,1,-0.042300221465063216
0.85,2.734571012185729,106.942800283432,Boston,FullCP,RLM,100,2.0291515518582046
1.0,2.4415792901345315,0.010986089706420898,Boston,SplitCP,RLM,1,-1.9591568590881419
0.9,2.9508076086913237,0.01011800765991211,Boston,SplitCP,RLM,100,-1.9949049961414955
1.0,2.859640161717355,0.01481485366821289,Boston,RO-StabCP,RLM,1,-1.8293026338499123
0.88,2.8181661302052263,1.7096388339996338,Boston,RO-StabCP,RLM,100,0.23290437415379217
1.0,2.860788765032457,0.014951944351196289,Boston,LOO-StabCP,RLM,1,-1.825302328002509
0.88,2.816833342750535,0.01618194580078125,Boston,LOO-StabCP,RLM,100,-1.7909692577711185
0.0,2.8414020038838443,0.015764951705932617,Boston,OracleCP,RLM,1,-1.8023073553238849
0.97,2.960545690743984,1.6812989711761475,Boston,OracleCP,RLM,100,0.22564494722118061
0.0,2.784822207200047,0.9410810470581055,Boston,FullCP,RLM,1,-0.026372972986764186
0.95,2.9018210387442513,101.20649981498718,Boston,FullCP,RLM,100,2.005208405222501
0.0,2.4748364008011667,0.01168680191040039,Boston,SplitCP,RLM,1,-1.9323043171261123
0.94,2.7913293480817405,0.010092973709106445,Boston,SplitCP,RLM,100,-1.995980858026345
0.0,2.872745231588318,0.015145063400268555,Boston,RO-StabCP,RLM,1,-1.819728904283641
0.97,2.983203145441397,1.666609764099121,Boston,RO-StabCP,RLM,100,0.22183392188057935
0.0,2.8635749956901493,0.015358924865722656,Boston,LOO-StabCP,RLM,1,-1.8136391841239137
0.97,2.9821435922381636,0.015524864196777344,Boston,LOO-StabCP,RLM,100,-1.8089721901110074
1.0,2.84140200388377,0.01511693000793457,Boston,OracleCP,RLM,1,-1.8205363977228861
0.91,2.863274272690423,1.737596035003662,Boston,OracleCP,RLM,100,0.2399488168993175
1.0,2.7876728672720064,0.9522321224212646,Boston,FullCP,RLM,1,-0.021257172205139077
0.89,2.810994963490178,103.52526521682739,Boston,FullCP,RLM,100,2.0150463517757884
1.0,2.826039354642215,0.011209964752197266,Boston,SplitCP,RLM,1,-1.9503957529670513
0.89,2.7720977186845435,0.011859893798828125,Boston,SplitCP,RLM,100,-1.9259191999084697
1.0,2.8532007215525357,0.0157930850982666,Boston,RO-StabCP,RLM,1,-1.8015330245022037
0.91,2.877167486674401,1.6486327648162842,Boston,RO-StabCP,RLM,100,0.21712392673267059
1.0,2.8563579310043585,0.016035079956054688,Boston,LOO-StabCP,RLM,1,-1.7949288701984798
0.91,2.876446539824093,0.015600204467773438,Boston,LOO-StabCP,RLM,100,-1.8068697094247823
1.0,1.7039929845420931,0.01587390899658203,Boston,OracleCP,SGD,1,-1.7993161137869378
0.9,1.784129070322242,1.2384629249572754,Boston,OracleCP,SGD,100,0.09288300993075448
1.0,2.0211063636629176,0.3772573471069336,Boston,FullCP,SGD,1,-0.4233622935618399
0.88,2.1828440795453847,29.327058792114258,Boston,FullCP,SGD,100,1.4672685098129614
1.0,1.687862238946261,0.011049985885620117,Boston,SplitCP,SGD,1,-1.956638276712012
0.91,2.009186631565761,0.008618831634521484,Boston,SplitCP,SGD,100,-2.0645516029770365
1.0,1.7583584362155102,0.015167236328125,Boston,RO-StabCP,SGD,1,-1.8190935462263857
0.91,1.8984513592036953,1.2300100326538086,Boston,RO-StabCP,SGD,100,0.08990865380396564
1.0,1.7273960220073983,0.015594959259033203,Boston,LOO-StabCP,SGD,1,-1.807015755475621
0.9,1.8430519523883202,0.014666080474853516,Boston,LOO-StabCP,SGD,100,-1.8336859362987523
1.0,1.7024759474989335,0.01651906967163086,Boston,OracleCP,SGD,1,-1.782014415118192
0.93,1.8189613352700627,1.2626008987426758,Boston,OracleCP,SGD,100,0.10126609413029102
1.0,2.090513288472618,0.3998069763183594,Boston,FullCP,SGD,1,-0.39814963205348536
0.93,2.233473189692759,29.386797189712524,Boston,FullCP,SGD,100,1.4681522557347133
1.0,1.6887227394277182,0.011599063873291016,Boston,SplitCP,SGD,1,-1.9355770600032156
0.93,1.7426852960600592,0.009053945541381836,Boston,SplitCP,SGD,100,-2.0431621220727623
1.0,1.8127529677391814,0.016577959060668945,Boston,RO-StabCP,SGD,1,-1.780468937190346
0.93,1.9288112467978846,1.2424230575561523,Boston,RO-StabCP,SGD,100,0.09426950266615737
1.0,1.7531003732722403,0.016613006591796875,Boston,LOO-StabCP,SGD,1,-1.7795517626079795
0.93,1.8751120092526503,0.014982938766479492,Boston,LOO-StabCP,SGD,100,-1.8244029953888123
0.0,1.7036154658865534,0.015304088592529297,Boston,OracleCP,SGD,1,-1.8151925289233084
0.9,1.7819332212318892,1.2352502346038818,Boston,OracleCP,SGD,100,0.09175494504448345
0.0,2.0868767010176117,0.3712000846862793,Boston,FullCP,SGD,1,-0.43039193337241155
0.9,2.156308846496879,29.782855987548828,Boston,FullCP,SGD,100,1.473966341507513
0.0,1.6878814111659135,0.011126995086669922,Boston,SplitCP,SGD,1,-1.9536221037224304
0.88,1.6933052881129482,0.009058952331542969,Boston,SplitCP,SGD,100,-2.04292202560563
0.0,1.9100907094941117,0.015913009643554688,Boston,RO-StabCP,SGD,1,-1.7982476740318207
0.9,1.8874274568167322,1.2404849529266357,Boston,RO-StabCP,SGD,100,0.09359150065130357
0.0,1.8072398815178843,0.015766143798828125,Boston,LOO-StabCP,SGD,1,-1.8022745166699534
0.9,1.8322025116660379,0.014736175537109375,Boston,LOO-StabCP,SGD,100,-1.8316152138068411
1.0,1.703152437234416,0.015928030014038086,Boston,OracleCP,SGD,1,-1.7978379346155766
0.91,1.7711721649520453,1.2470500469207764,Boston,OracleCP,SGD,100,0.09588388304180193
1.0,2.0210700726680026,0.38194990158081055,Boston,FullCP,SGD,1,-0.4179935975434002
0.89,2.1083018155289612,30.657665967941284,Boston,FullCP,SGD,100,1.4865390880320999
1.0,1.8451823766532633,0.011014223098754883,Boston,SplitCP,SGD,1,-1.9580461309074988
0.84,1.4172407456364648,0.008804082870483398,Boston,SplitCP,SGD,100,-2.0553158782013488
1.0,1.879344218394069,0.015586137771606445,Boston,RO-StabCP,SGD,1,-1.8072614891911518
0.91,1.8869710017852515,1.2963790893554688,Boston,RO-StabCP,SGD,100,0.11273201722998565
1.0,1.7889392404072086,0.015382051467895508,Boston,LOO-StabCP,SGD,1,-1.8129857398419469
0.91,1.8273306559581426,0.014652729034423828,Boston,LOO-StabCP,SGD,100,-1.8340814815068933
1.0,1.7016497169385174,0.015746116638183594,Boston,OracleCP,SGD,1,-1.8028265358781286
0.97,1.9900669552218846,1.238347053527832,Boston,OracleCP,SGD,100,0.09284237514416097
1.0,2.0206552382989815,0.42449402809143066,Boston,FullCP,SGD,1,-0.3721284151613278
0.96,2.3339021851774544,29.091663122177124,Boston,FullCP,SGD,100,1.4637685498526951
1.0,1.8376034971754611,0.011052131652832031,Boston,SplitCP,SGD,1,-1.9565539504151412
0.97,2.177774984761776,0.00882720947265625,Boston,SplitCP,SGD,100,-2.0541765673359307
1.0,1.8188866251906026,0.015941858291625977,Boston,RO-StabCP,SGD,1,-1.7974610556651434
0.98,2.092737114768985,1.2456130981445312,Boston,RO-StabCP,SGD,100,0.09538316637283263
1.0,1.7548095690334717,0.0158998966217041,Boston,LOO-StabCP,SGD,1,-1.798605699375738
0.98,2.0408902311128982,0.01467585563659668,Boston,LOO-StabCP,SGD,100,-1.8333965689614573
0.0,1.702811982573905,0.015545845031738281,Boston,OracleCP,SGD,1,-1.8083856658596826
0.94,1.787244622416408,1.2531120777130127,Boston,OracleCP,SGD,100,0.09798991581100482
0.0,2.0854158624689356,0.3715996742248535,Boston,FullCP,SGD,1,-0.4299246754168525
0.95,2.2984085691834695,28.688796758651733,Boston,FullCP,SGD,100,1.4577123338146214
0.0,2.141668041501706,0.010735273361206055,Boston,SplitCP,SGD,1,-1.9691868922848523
0.9,1.629288523829883,0.009033918380737305,Boston,SplitCP,SGD,100,-2.0441238375022683
0.0,1.9292443417603098,0.015286922454833984,Boston,RO-StabCP,SGD,1,-1.8156799374399892
0.94,1.9187339421833567,1.2362089157104492,Boston,RO-StabCP,SGD,100,0.09209187145924251
0.0,1.816447971055091,0.015693187713623047,Boston,LOO-StabCP,SGD,1,-1.8042888304206135
0.93,1.8470491464762129,0.014719963073730469,Boston,LOO-StabCP,SGD,100,-1.8320932794615097
1.0,1.7023518802514483,0.015759944915771484,Boston,OracleCP,SGD,1,-1.8024453047917866
0.87,1.6424229747727406,1.2446560859680176,Boston,OracleCP,SGD,100,0.09504936701452507
1.0,2.0208205901298517,0.378770112991333,Boston,FullCP,SGD,1,-0.42162429649827293
0.89,2.106448905893158,30.244248867034912,Boston,FullCP,SGD,100,1.4806428030290955
1.0,1.5068555503769456,0.010857820510864258,Boston,SplitCP,SGD,1,-1.9642573418832778
0.86,1.6133308324534144,0.008803844451904297,Boston,SplitCP,SGD,100,-2.0553276392532203
1.0,1.7721871608442439,0.015424013137817383,Boston,RO-StabCP,SGD,1,-1.8118026135190994
0.87,1.7576421472792083,1.2454569339752197,Boston,RO-StabCP,SGD,100,0.09532871488313754
1.0,1.7316386404244792,0.015227794647216797,Boston,LOO-StabCP,SGD,1,-1.8173629884496012
0.87,1.6994505149900678,0.01472616195678711,Boston,LOO-StabCP,SGD,100,-1.8319104275078186
1.0,1.7020131315570899,0.01515817642211914,Boston,OracleCP,SGD,1,-1.8193530425989084
0.9,1.7460659328593942,1.2314679622650146,Boston,OracleCP,SGD,100,0.09042311776464265
1.0,2.0907379549867713,0.388866662979126,Boston,FullCP,SGD,1,-0.4101992867439889
0.88,2.1505594157955126,29.879776000976562,Boston,FullCP,SGD,100,1.4753773373901995
1.0,2.472903255717627,0.011157989501953125,Boston,SplitCP,SGD,1,-1.9524140515334623
0.89,1.7297117059319702,0.009132146835327148,Boston,SplitCP,SGD,100,-2.0394271141266502
1.0,1.7993874400211354,0.015510082244873047,Boston,RO-StabCP,SGD,1,-1.8093858992592624
0.91,1.862785913113494,1.2796070575714111,Boston,RO-StabCP,SGD,100,0.10707662673550404
1.0,1.7441995517065025,0.015838146209716797,Boston,LOO-StabCP,SGD,1,-1.8002956521660367
0.91,1.8032781728477771,0.014616727828979492,Boston,LOO-StabCP,SGD,100,-1.8351498397496862
1.0,1.7024747054737088,0.01572704315185547,Boston,OracleCP,SGD,1,-1.803352921594231
0.92,1.8057291843214844,1.2251598834991455,Boston,OracleCP,SGD,100,0.0881927678764634
1.0,2.090393124300468,0.37337422370910645,Boston,FullCP,SGD,1,-0.4278556673384732
0.94,2.2643641885054238,29.46013307571411,Boston,FullCP,SGD,100,1.4692347042825042
1.0,1.9797070970054962,0.010716915130615234,Boston,SplitCP,SGD,1,-1.9699302085383388
0.92,1.8818841369628732,0.008867025375366211,Boston,SplitCP,SGD,100,-2.0522220486835923
1.0,1.9131864665729565,0.015205860137939453,Boston,RO-StabCP,SGD,1,-1.8179890084303827
0.92,1.9194167036147354,1.234367847442627,Boston,RO-StabCP,SGD,100,0.09144460078993784
1.0,1.8075208307698962,0.015114307403564453,Boston,LOO-StabCP,SGD,1,-1.8206117490949463
0.92,1.862528686802849,0.015025138854980469,Boston,LOO-StabCP,SGD,100,-1.8231815057696055
1.0,1.7014944807987853,0.015304803848266602,Boston,OracleCP,SGD,1,-1.8151722321013624
0.9,1.7412743445626853,1.2606730461120605,Boston,OracleCP,SGD,100,0.10060246747649926
1.0,2.02111416595524,0.40129733085632324,Boston,FullCP,SGD,1,-0.3965337288737498
0.9,2.157998438559973,30.092144012451172,Boston,FullCP,SGD,100,1.4784531315621179
1.0,1.7438948715740838,0.011644840240478516,Boston,SplitCP,SGD,1,-1.9338664653220488
0.89,1.7341989887422027,0.008665084838867188,Boston,SplitCP,SGD,100,-2.062227180801017
1.0,1.7616597946921004,0.016529083251953125,Boston,RO-StabCP,SGD,1,-1.7817512329172867
0.9,1.8425398767673744,1.2397258281707764,Boston,RO-StabCP,SGD,100,0.09332564929273882
1.0,1.7285300028782058,0.016404390335083008,Boston,LOO-StabCP,SGD,1,-1.7850399054199224
0.9,1.7903342121109844,0.014937877655029297,Boston,LOO-StabCP,SGD,100,-1.8257111018636365
1.0,1.7015924164537901,0.015453815460205078,Boston,OracleCP,SGD,1,-1.8109642781329949
0.9,1.7492296273204724,1.3053779602050781,Boston,OracleCP,SGD,100,0.11573627586254677
1.0,2.0198156501844124,0.37819886207580566,Boston,FullCP,SGD,1,-0.4222797821936282
0.89,2.138700219015366,30.26423668861389,Boston,FullCP,SGD,100,1.4809297248005806
1.0,1.5913734193981384,0.0115509033203125,Boston,SplitCP,SGD,1,-1.9373840511236264
0.91,2.2344793575727238,0.008633136749267578,Boston,SplitCP,SGD,100,-2.0638313797905745
1.0,1.9486216115920505,0.015854835510253906,Boston,RO-StabCP,SGD,1,-1.7998382593044817
0.9,1.8594728980058304,1.2255887985229492,Boston,RO-StabCP,SGD,100,0.088344782998464
1.0,1.8185508802987256,0.01573801040649414,Boston,LOO-StabCP,SGD,1,-1.803050171856001
0.9,1.802280217078079,0.014562129974365234,Boston,LOO-StabCP,SGD,100,-1.836775096969513
1.0,1.703701076727933,0.015305042266845703,Boston,OracleCP,SGD,1,-1.815165466704836
0.84,1.6589508274383418,1.2337307929992676,Boston,OracleCP,SGD,100,0.09122040453535248
1.0,2.0907656774793844,0.37359189987182617,Boston,FullCP,SGD,1,-0.4276025486065717
0.81,1.9870494660017965,30.56679916381836,Boston,FullCP,SGD,100,1.4852499634800358
1.0,1.6114409044958888,0.010831832885742188,Boston,SplitCP,SGD,1,-1.9652980489321836
0.81,1.5240163638351751,0.009349822998046875,Boston,SplitCP,SGD,100,-2.0291966106995836
1.0,1.7486232469630172,0.015293359756469727,Boston,RO-StabCP,SGD,1,-1.8154970951365255
0.85,1.7776682139906126,1.2836220264434814,Boston,RO-StabCP,SGD,100,0.10843716080799856
1.0,1.7241243627873009,0.015301704406738281,Boston,LOO-StabCP,SGD,1,-1.815260191848101
0.84,1.7164725278768755,0.01494288444519043,Boston,LOO-StabCP,SGD,100,-1.825565561977332
1.0,1.702508639329091,0.015111923217773438,Boston,OracleCP,SGD,1,-1.8206802616890563
0.83,1.58684228189975,1.2173969745635986,Boston,OracleCP,SGD,100,0.08543221812344015
1.0,2.090667963745821,0.36763811111450195,Boston,FullCP,SGD,1,-0.4345794739214081
0.83,1.9730534527464056,30.008172035217285,Boston,FullCP,SGD,100,1.4772395409364345
1.0,1.7440701449297338,0.01077413558959961,Boston,SplitCP,SGD,1,-1.9676175632763846
0.85,2.0704472778009966,0.008615255355834961,Boston,SplitCP,SGD,100,-2.0647318455535615
1.0,1.7875791502808946,0.015306234359741211,Boston,RO-StabCP,SGD,1,-1.8151316413029743
0.83,1.6994735888573476,1.2239089012145996,Boston,RO-StabCP,SGD,100,0.08774909332246192
1.0,1.7396221363338495,0.015318155288696289,Boston,LOO-StabCP,SGD,1,-1.8147935321040465
0.82,1.637400742338207,0.014548301696777344,Boston,LOO-StabCP,SGD,100,-1.8371877013011981
1.0,1.7025124518980492,0.015240907669067383,Boston,OracleCP,SGD,1,-1.8169891679092132
0.95,1.808508215842775,1.2630000114440918,Boston,OracleCP,SGD,100,0.1014033544904898
1.0,2.0211053708341638,0.38208508491516113,Boston,FullCP,SGD,1,-0.41783991511313445
0.9,2.1907760943465355,29.494585037231445,Boston,FullCP,SGD,100,1.469742290408258
1.0,1.7037094692027417,0.011012792587280273,Boston,SplitCP,SGD,1,-1.9581025401142156
0.92,1.9069406548496506,0.00899505615234375,Boston,SplitCP,SGD,100,-2.045996121192591
1.0,1.7428457117846,0.015387296676635742,Boston,RO-StabCP,SGD,1,-1.8128376726665436
0.93,1.9031491565382317,1.2413108348846436,Boston,RO-StabCP,SGD,100,0.09388054618201783
1.0,1.720810628000407,0.015365123748779297,Boston,LOO-StabCP,SGD,1,-1.8134639376402377
0.93,1.8512151027420733,0.015437126159667969,Boston,LOO-StabCP,SGD,100,-1.8114335465628464
1.0,1.7016113969576676,0.015268087387084961,Boston,OracleCP,SGD,1,-1.8162153630260447
0.89,1.7252239476022126,1.2222440242767334,Boston,OracleCP,SGD,100,0.08715792261414339
1.0,2.0205894379567315,0.37726378440856934,Boston,FullCP,SGD,1,-0.42335488307467917
0.89,2.1484968972382545,29.316303968429565,Boston,FullCP,SGD,100,1.4671092160612869
1.0,1.7873762782233145,0.011162042617797852,Boston,SplitCP,SGD,1,-1.9522563236363173
0.89,2.0591271724384157,0.008668184280395508,Boston,SplitCP,SGD,100,-2.062071864414037
1.0,1.9834122503868463,0.015735149383544922,Boston,RO-StabCP,SGD,1,-1.8031291297039678
0.89,1.8303085135433679,1.292607069015503,Boston,RO-StabCP,SGD,100,0.1114665266648148
1.0,1.831327905570424,0.01565098762512207,Boston,LOO-StabCP,SGD,1,-1.8054582519445401
0.89,1.7760544896453518,0.01459503173828125,Boston,LOO-StabCP,SGD,100,-1.8357949562603844
1.0,1.701959603763661,0.015228033065795898,Boston,OracleCP,SGD,1,-1.8173561888397358
0.96,1.9040440051480294,1.361515998840332,Boston,OracleCP,SGD,100,0.13402274899383101
1.0,2.021033140751509,0.3935070037841797,Boston,FullCP,SGD,1,-0.4050475335012246
0.95,2.273374628617893,29.224923849105835,Boston,FullCP,SGD,100,1.4657533882015008
1.0,1.8457093876295323,0.0114898681640625,Boston,SplitCP,SGD,1,-1.9396849544229986
0.95,1.8527078327761344,0.008922100067138672,Boston,SplitCP,SGD,100,-2.049532910172811
1.0,1.810229601901089,0.01587986946105957,Boston,RO-StabCP,SGD,1,-1.7991530719702902
0.96,2.0126666835199,1.2653181552886963,Boston,RO-StabCP,SGD,100,0.10219973951459642
1.0,1.7467809241851906,0.016005754470825195,Boston,LOO-StabCP,SGD,1,-1.795723849492768
0.96,1.9561217706537488,0.014734983444213867,Boston,LOO-StabCP,SGD,100,-1.831650347774056
1.0,1.7032418764080652,0.015104055404663086,Boston,OracleCP,SGD,1,-1.8209064299650133
0.89,1.701393895767955,1.2614860534667969,Boston,OracleCP,SGD,100,0.10088245347753862
1.0,2.090510130694306,0.4372689723968506,Boston,FullCP,SGD,1,-0.35925133810198695
0.86,2.1082185204824784,29.723779916763306,Boston,FullCP,SGD,100,1.4731040370067254
1.0,1.8221767163248206,0.010821819305419922,Boston,SplitCP,SGD,1,-1.9656997218647372
0.87,1.7413007748951177,0.008667945861816406,Boston,SplitCP,SGD,100,-2.062083809856583
1.0,1.8982468825163559,0.01585698127746582,Boston,RO-StabCP,SGD,1,-1.7997794865846943
0.89,1.8232019658359733,1.2217650413513184,Boston,RO-StabCP,SGD,100,0.0869876944042546
1.0,1.7975498824258607,0.01570725440979004,Boston,LOO-StabCP,SGD,1,-1.8038997219546504
0.88,1.7601162477081616,0.014471292495727539,Boston,LOO-StabCP,SGD,100,-1.8394926783699437
0.0,1.7020976561858396,0.015242815017700195,Boston,OracleCP,SGD,1,-1.8169348208075886
0.9,1.7450261032026477,1.2735600471496582,Boston,OracleCP,SGD,100,0.10501942635574776
1.0,2.0906550600810716,0.438610315322876,Boston,FullCP,SGD,1,-0.3579211587161242
0.9,2.149674332524288,29.941752910614014,Boston,FullCP,SGD,100,1.4762772220966234
1.0,1.928036191275623,0.01120305061340332,Boston,SplitCP,SGD,1,-1.950663701957546
0.9,1.9247343413047824,0.009214162826538086,Boston,SplitCP,SGD,100,-2.0355441174531914
0.0,1.978547429103514,0.015771150588989258,Boston,RO-StabCP,SGD,1,-1.8021366214319816
0.9,1.8816202427306594,1.3269920349121094,Boston,RO-StabCP,SGD,100,0.12286831607913
0.0,1.8298819797166106,0.01606297492980957,Boston,LOO-StabCP,SGD,1,-1.7941740184626007
0.9,1.8120665131337192,0.015399932861328125,Boston,LOO-StabCP,SGD,100,-1.8124811725413472
1.0,1.7024223840944916,0.015831947326660156,Boston,OracleCP,SGD,1,-1.8004656637093719
0.88,1.7471604279945936,1.249819040298462,Boston,OracleCP,SGD,100,0.09684713661684952
1.0,2.0210902172096827,0.37788915634155273,Boston,FullCP,SGD,1,-0.42263557013272013
0.85,2.0738283977567424,29.99228286743164,Boston,FullCP,SGD,100,1.4770095234119391
1.0,1.816143267767239,0.0108489990234375,Boston,SplitCP,SGD,1,-1.9646103298939328
0.89,2.015979269238563,0.008790969848632812,Boston,SplitCP,SGD,100,-2.0559632094911224
1.0,1.8444394174851737,0.015711545944213867,Boston,RO-StabCP,SGD,1,-1.8037810802681598
